zone,state_group,year,crop,area_ha,production_tonnes,yield_hg_ha,rainfall_mm_annual,temp_avg_celsius,humidity_pct,solar_radiation,latitude,longitude,fertilizer_n_kg,fertilizer_p_kg,fertilizer_k_kg,fertilizer_total_kg,fertilizer_n_kg_zone,fertilizer_p_kg_zone,fertilizer_k_kg_zone,fertilizer_total_kg_zone,fertilizer_kg_ha,wb_fertilizer_kg_ha,agric_gdp_share,rural_population,palm_area_kha,palm_production_kmt,palm_dom_consumption_kmt,palm_exports_kmt,palm_imports_kmt,palm_ending_stocks_kmt,cassava_usda_area_kha,cassava_usda_production_kmt,cassava_usda_exports_kmt
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2022,Sorghum,156000,336000,21538,2226.2,26.675562994079197,81.82471827582464,16.527704752595653,5.0,6.0,310000000,103000000,26000000,439000000,9300000.0,3090000.0,780000.0,13170000.0,84.42,7.28113473638533,28.5515522199731,86197021,2980,1130,1260.0,5,140.0,90.0,4300,61500,320
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2023,Sorghum,156300,342000,21881,2447.5,26.780487122111843,85.49566872003686,17.074423940275768,5.0,6.0,295000000,98000000,24500000,417500000,8850000.0,2940000.0,735000.0,12525000.0,80.13,4.23860924278585,27.718291279131,86197462,3000,1150,1280.0,5,145.0,90.0,4330,62000,330
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2000,Yam,168000,1840000,109524,2594.2,26.609541856217948,86.19517520627522,16.220571970350196,5.0,6.0,128000000,42000000,12000000,182000000,10240000.0,3360000.0,960000.0,14560000.0,86.67,5.35714285714286,21.3572412972176,71686040,2120,720,740.0,10,30.0,45.0,3100,32000,200
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2001,Yam,176000,2080000,118182,2147.9,26.747694770253055,81.8446084988953,16.408774162436263,5.0,6.0,132000000,44000000,13000000,189000000,10560000.0,3520000.0,1040000.0,15120000.0,85.91,6.19898460071246,24.4753546604632,72559112,2150,740,760.0,10,30.0,45.0,3200,34000,210
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2002,Yam,184000,2080000,113043,2384.3,27.432286933915424,93.40047754347538,16.784778086304293,5.0,6.0,138000000,46000000,14000000,198000000,11040000.0,3680000.0,1120000.0,15840000.0,86.09,4.31467159829635,36.9650826661797,73437219,2180,760,790.0,10,30.0,40.0,3380,37953,220
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2003,Yam,192000,2160000,112500,2463.5,26.398586367938464,85.54432683106324,16.114672392371546,5.0,6.0,142000000,48000000,14500000,204500000,11360000.0,3840000.0,1160000.0,16360000.0,85.21,6.01738570508693,33.8270605515687,74312783,2220,780,810.0,10,30.0,40.0,3570,40000,220
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2004,Yam,200000,2280000,114000,2413.4,26.314617720306273,84.71582280763957,15.349042826399552,5.0,6.0,148000000,50000000,15000000,213000000,11840000.0,4000000.0,1200000.0,17040000.0,85.2,4.44963777237,27.2304536006497,75184138,2260,800,840.0,10,30.0,40.0,3720,43410,230
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2005,Yam,203200,2546800,125335,2537.5,26.2877283287923,78.44737943031144,16.69680612801063,5.0,6.0,155000000,52000000,15500000,222500000,12400000.0,4160000.0,1240000.0,17800000.0,87.6,7.24118271756749,26.0892828250796,76038866,2290,820,860.0,10,40.0,40.0,3820,45721,240
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2006,Yam,206400,2945520,142709,2674.2,26.366744866333693,89.26460462556469,16.431313623753987,5.0,6.0,162000000,54000000,16000000,232000000,12960000.0,4320000.0,1280000.0,18560000.0,89.92,10.3152677723795,24.7349912601339,76887720,2330,840,890.0,10,50.0,45.0,3900,48064,250
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2007,Yam,209600,2801360,133653,1961.9,26.311249898228795,84.6811700383978,16.569770906661823,5.0,6.0,168000000,56000000,16500000,240500000,13440000.0,4480000.0,1320000.0,19240000.0,91.79,4.34054958850607,24.6625772142283,77804901,2380,860,920.0,10,60.0,50.0,3950,43418,230
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2008,Yam,212800,2720000,127820,2318.5,26.452993801077998,89.10182829349124,15.715659792514217,5.0,6.0,175000000,58000000,17000000,250000000,14000000.0,4640000.0,1360000.0,20000000.0,93.98,5.89698135295593,25.2797507802655,78717888,2420,880,950.0,10,70.0,55.0,4000,44582,240
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2009,Yam,216000,2880000,133333,2769.2,26.238678106598865,82.52349446004787,16.160894975742263,5.0,6.0,182000000,60000000,17500000,259500000,14560000.0,4800000.0,1400000.0,20760000.0,96.11,4.56587654588848,26.7488545066519,79623758,2460,900,980.0,10,80.0,60.0,3980,44564,240
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2010,Yam,219200,2960000,135036,2138.4,26.437525277289787,86.11327887839421,15.601464661129517,5.0,6.0,190000000,63000000,18000000,271000000,15200000.0,5040000.0,1440000.0,21680000.0,98.91,11.2145520311631,23.8937040912791,80525477,2500,920,1020.0,5,95.0,55.0,4010,45700,250
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2011,Yam,222400,3040000,136691,2800.2,26.39174125220506,85.38706445026354,15.44860607175913,5.0,6.0,198000000,66000000,18500000,282500000,15840000.0,5280000.0,1480000.0,22600000.0,101.62,6.20177365099664,22.2347109931956,81421843,2540,940,1040.0,5,100.0,60.0,4050,52403,270
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2012,Yam,224000,3200000,142857,2732.1,26.16222802336515,82.98558087959707,15.975209445238853,5.0,6.0,210000000,70000000,19500000,299500000,16800000.0,5600000.0,1560000.0,23960000.0,106.96,8.42718662333694,21.8599586165277,82281965,2590,960,1050.0,5,100.0,65.0,4090,54000,280
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2013,Yam,225600,3464000,153546,2519.2,27.28669038126193,86.76757492615859,16.578008499094224,5.0,6.0,225000000,75000000,20500000,320500000,18000000.0,6000000.0,1640000.0,25640000.0,113.65,8.50913026586002,20.7586228322439,83078003,2640,980,1070.0,5,100.0,65.0,4120,54830,290
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2014,Yam,228000,3520000,154386,2131.2,27.03545464035668,82.40273601888283,14.973170248370243,5.0,6.0,240000000,80000000,21500000,341500000,19200000.0,6400000.0,1720000.0,27320000.0,119.82,8.95755004713581,19.9902547680805,83796300,2680,1000,1090.0,5,100.0,70.0,4130,57000,300
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2015,Yam,230400,3760000,163194,2063.7,26.75581145539582,84.8954932042042,14.973587068088484,5.0,6.0,265000000,88000000,23000000,376000000,21200000.0,7040000.0,1840000.0,30080000.0,130.56,7.96584203673435,20.6318934800012,84405544,2720,1010,1100.0,5,100.0,75.0,4150,59300,310
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2016,Yam,232000,3840000,165517,2672.7,26.866177899878856,84.72437541922609,16.098642683147066,5.0,6.0,280000000,93000000,24000000,397000000,22400000.0,7440000.0,1920000.0,31760000.0,136.9,10.734949763348,20.9831097083173,84937802,2760,1020,1120.0,5,110.0,70.0,4160,59587,310
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2017,Yam,233600,3920000,167808,2501.7,26.79984927135642,85.33330633903553,16.080206872877337,5.0,6.0,295000000,98000000,25000000,418000000,23600000.0,7840000.0,2000000.0,33440000.0,143.15,20.295907079646,20.8465714300542,85411312,2800,1040,1140.0,5,110.0,65.0,4180,59200,310
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2018,Yam,236000,4080000,172881,2330.2,26.316117775351138,89.70203676959295,16.490384190975714,5.0,6.0,310000000,103000000,26000000,439000000,24800000.0,8240000.0,2080000.0,35120000.0,148.81,18.8412959912136,21.203773720121,85755936,2840,1060,1170.0,5,120.0,70.0,4200,59200,310
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2019,Yam,238400,4240000,177852,2848.8,26.68100102172683,78.82946431368646,16.242816917330824,5.0,6.0,320000000,107000000,27000000,454000000,25600000.0,8560000.0,2160000.0,36320000.0,152.35,18.6103276198742,25.7349305726601,85970564,2880,1080,1200.0,5,130.0,75.0,4250,60000,320
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2020,Yam,239200,4288000,179264,2268.5,26.940702357615624,86.32771747302603,15.99103038760308,5.0,6.0,315000000,105000000,26500000,446500000,25200000.0,8400000.0,2120000.0,35720000.0,149.33,22.5588522456064,28.3454204380593,86099297,2920,1090,1210.0,5,135.0,80.0,4260,60000,310
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2021,Yam,240000,4320000,180000,2216.4,25.932340517227605,86.49116536800835,16.10220682091372,5.0,6.0,325000000,108000000,27500000,460500000,26000000.0,8640000.0,2200000.0,36840000.0,153.5,17.9649598611412,29.3882780431661,86166415,2950,1110,1240.0,5,140.0,85.0,4280,61000,320
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2022,Yam,240800,4360000,181063,2226.2,26.675562994079197,81.82471827582464,16.527704752595653,5.0,6.0,310000000,103000000,26000000,439000000,24800000.0,8240000.0,2080000.0,35120000.0,145.85,7.28113473638533,28.5515522199731,86197021,2980,1130,1260.0,5,140.0,90.0,4300,61500,320
South South,"Rivers, Delta, Edo, Bayelsa, Cross River, Akwa Ibom",2023,Yam,241600,4400000,182119,2447.5,26.780487122111843,85.49566872003686,17.074423940275768,5.0,6.0,295000000,98000000,24500000,417500000,23600000.0,7840000.0,1960000.0,33400000.0,138.25,4.23860924278585,27.718291279131,86197462,3000,1150,1280.0,5,145.0,90.0,4330,62000,330
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2000,Cassava,868000,8960000,103226,1594.2,25.95416698638993,77.93809860477286,18.515240130598528,7.0,4.0,128000000,42000000,12000000,182000000,35840000.0,11760000.0,3360000.0,50960000.0,58.71,5.35714285714286,21.3572412972176,71686040,2120,720,740.0,10,30.0,45.0,3100,32000,200
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2001,Cassava,896000,9520000,106250,1328.4,26.452058174393365,78.17873690328052,18.594612882539476,7.0,4.0,132000000,44000000,13000000,189000000,36960000.0,12320000.0,3640000.0,52920000.0,59.06,6.19898460071246,24.4753546604632,72559112,2150,740,760.0,10,30.0,45.0,3200,34000,210
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2002,Cassava,946400,10626840,112284,1607.9,27.277806534718394,72.69361049875022,19.09314815303773,7.0,4.0,138000000,46000000,14000000,198000000,38640000.0,12880000.0,3920000.0,55440000.0,58.58,4.31467159829635,36.9650826661797,73437219,2180,760,790.0,10,30.0,40.0,3380,37953,220
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2003,Cassava,999600,11200000,112045,1477.4,26.63090825133617,74.47357201635879,18.651722686542346,7.0,4.0,142000000,48000000,14500000,204500000,39760000.0,13440000.0,4060000.0,57260000.0,57.28,6.01738570508693,33.8270605515687,74312783,2220,780,810.0,10,30.0,40.0,3570,40000,220
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2004,Cassava,1041600,12154800,116694,1522.5,26.48652804142751,70.52634979982132,17.79045178407197,7.0,4.0,148000000,50000000,15000000,213000000,41440000.0,14000000.0,4200000.0,59640000.0,57.26,4.44963777237,27.2304536006497,75184138,2260,800,840.0,10,30.0,40.0,3720,43410,230
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2005,Cassava,1069600,12801880,119688,1395.8,26.889698160518428,76.63732317969533,17.624760770856742,7.0,4.0,155000000,52000000,15500000,222500000,43400000.0,14560000.0,4340000.0,62300000.0,58.25,7.24118271756749,26.0892828250796,76038866,2290,820,860.0,10,40.0,40.0,3820,45721,240
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2006,Cassava,1092000,13457920,123241,1343.5,26.833022391062208,75.86181363489678,18.670126421952045,7.0,4.0,162000000,54000000,16000000,232000000,45360000.0,15120000.0,4480000.0,64960000.0,59.49,10.3152677723795,24.7349912601339,76887720,2330,840,890.0,10,50.0,45.0,3900,48064,250
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2007,Cassava,1106000,12157040,109918,1419.6,27.905517641977568,77.69593569379516,18.51994711159762,7.0,4.0,168000000,56000000,16500000,240500000,47040000.0,15680000.0,4620000.0,67340000.0,60.89,4.34054958850607,24.6625772142283,77804901,2380,860,920.0,10,60.0,50.0,3950,43418,230
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2008,Cassava,1120000,12482960,111455,1360.9,27.260447672023663,72.16215378528103,18.732634417252928,7.0,4.0,175000000,58000000,17000000,250000000,49000000.0,16240000.0,4760000.0,70000000.0,62.5,5.89698135295593,25.2797507802655,78717888,2420,880,950.0,10,70.0,55.0,4000,44582,240
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2009,Cassava,1114400,12477920,111970,1360.3,26.811559703398995,72.33809642788721,19.510167071159078,7.0,4.0,182000000,60000000,17500000,259500000,50960000.0,16800000.0,4900000.0,72660000.0,65.2,4.56587654588848,26.7488545066519,79623758,2460,900,980.0,10,80.0,60.0,3980,44564,240
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2010,Cassava,1122800,12796000,113966,1331.9,26.975065608373026,70.65363486780986,18.21828980319491,7.0,4.0,190000000,63000000,18000000,271000000,53200000.0,17640000.0,5040000.0,75880000.0,67.58,11.2145520311631,23.8937040912791,80525477,2500,920,1020.0,5,95.0,55.0,4010,45700,250
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2011,Cassava,1134000,14672840,129390,1350.4,26.931887385708187,70.79358507071957,18.037449871452143,7.0,4.0,198000000,66000000,18500000,282500000,55440000.0,18480000.0,5180000.0,79100000.0,69.75,6.20177365099664,22.2347109931956,81421843,2540,940,1040.0,5,100.0,60.0,4050,52403,270
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2012,Cassava,1145200,15120000,131980,1355.6,27.171347955730006,73.17401574129264,18.367927848074956,7.0,4.0,210000000,70000000,19500000,299500000,58800000.0,19600000.0,5460000.0,83860000.0,73.23,8.42718662333694,21.8599586165277,82281965,2590,960,1050.0,5,100.0,65.0,4090,54000,280
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2013,Cassava,1153600,15352400,133083,1173.5,27.88169088648926,73.80581710775598,18.761628977077915,7.0,4.0,225000000,75000000,20500000,320500000,63000000.0,21000000.0,5740000.0,89740000.0,77.79,8.50913026586002,20.7586228322439,83078003,2640,980,1070.0,5,100.0,65.0,4120,54830,290
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2014,Cassava,1156400,15960000,138013,1256.7,26.812895159569322,75.03838755075898,19.83692481843062,7.0,4.0,240000000,80000000,21500000,341500000,67200000.0,22400000.0,6020000.0,95620000.0,82.69,8.95755004713581,19.9902547680805,83796300,2680,1000,1090.0,5,100.0,70.0,4130,57000,300
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2015,Cassava,1162000,16604000,142892,1384.0,27.124511063224098,73.40114733487331,18.523818722209125,7.0,4.0,265000000,88000000,23000000,376000000,74200000.0,24640000.0,6440000.0,105280000.0,90.6,7.96584203673435,20.6318934800012,84405544,2720,1010,1100.0,5,100.0,75.0,4150,59300,310
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2016,Cassava,1164800,16684360,143238,1504.8,27.49125839339356,73.0546074537194,18.846805203416203,7.0,4.0,280000000,93000000,24000000,397000000,78400000.0,26040000.0,6720000.0,111160000.0,95.43,10.734949763348,20.9831097083173,84937802,2760,1020,1120.0,5,110.0,70.0,4160,59587,310
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2017,Cassava,1170400,16576000,141627,1549.4,25.832020080685844,73.2745128887875,18.927198524628967,7.0,4.0,295000000,98000000,25000000,418000000,82600000.0,27440000.0,7000000.0,117040000.0,100.0,20.295907079646,20.8465714300542,85411312,2800,1040,1140.0,5,110.0,65.0,4180,59200,310
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2018,Cassava,1176000,16576000,140952,1601.2,27.79734131208929,75.430506082487,18.480062230809864,7.0,4.0,310000000,103000000,26000000,439000000,86800000.0,28840000.0,7280000.0,122920000.0,104.52,18.8412959912136,21.203773720121,85755936,2840,1060,1170.0,5,120.0,70.0,4200,59200,310
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2019,Cassava,1190000,16800000,141176,1364.1,26.555829206315575,72.71999847706275,18.45165508002163,7.0,4.0,320000000,107000000,27000000,454000000,89600000.0,29960000.0,7560000.0,127120000.0,106.82,18.6103276198742,25.7349305726601,85970564,2880,1080,1200.0,5,130.0,75.0,4250,60000,320
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2020,Cassava,1192800,16800000,140845,1322.8,27.72321721893667,76.6567960775921,17.789701913109287,7.0,4.0,315000000,105000000,26500000,446500000,88200000.0,29400000.0,7420000.0,125020000.0,104.81,22.5588522456064,28.3454204380593,86099297,2920,1090,1210.0,5,135.0,80.0,4260,60000,310
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2021,Cassava,1198400,17080000,142523,1584.1,27.523858436510192,77.35894585972335,18.212063229713163,7.0,4.0,325000000,108000000,27500000,460500000,91000000.0,30240000.0,7700000.0,128940000.0,107.59,17.9649598611412,29.3882780431661,86166415,2950,1110,1240.0,5,140.0,85.0,4280,61000,320
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2022,Cassava,1204000,17220000,143023,1338.7,26.598062177028453,77.41993919761411,18.457135595817938,7.0,4.0,310000000,103000000,26000000,439000000,86800000.0,28840000.0,7280000.0,122920000.0,102.09,7.28113473638533,28.5515522199731,86197021,2980,1130,1260.0,5,140.0,90.0,4300,61500,320
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2023,Cassava,1212400,17360000,143187,1366.6,26.87965567929873,80.08573399274728,18.533332133627514,7.0,4.0,295000000,98000000,24500000,417500000,82600000.0,27440000.0,6860000.0,116900000.0,96.42,4.23860924278585,27.718291279131,86197462,3000,1150,1280.0,5,145.0,90.0,4330,62000,330
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2000,Cocoa beans,237600,187000,7870,1594.2,25.95416698638993,77.93809860477286,18.515240130598528,7.0,4.0,128000000,42000000,12000000,182000000,70400000.0,23100000.0,6600000.0,100100000.0,421.3,5.35714285714286,21.3572412972176,71686040,2120,720,740.0,10,30.0,45.0,3100,32000,200
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2001,Cocoa beans,241450,198000,8200,1328.4,26.452058174393365,78.17873690328052,18.594612882539476,7.0,4.0,132000000,44000000,13000000,189000000,72600000.0,24200000.0,7150000.0,103950000.0,430.52,6.19898460071246,24.4753546604632,72559112,2150,740,760.0,10,30.0,45.0,3200,34000,210
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2002,Cocoa beans,244750,209000,8539,1607.9,27.277806534718394,72.69361049875022,19.09314815303773,7.0,4.0,138000000,46000000,14000000,198000000,75900000.0,25300000.0,7700000.0,108900000.0,444.94,4.31467159829635,36.9650826661797,73437219,2180,760,790.0,10,30.0,40.0,3380,37953,220
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2003,Cocoa beans,248600,209000,8407,1477.4,26.63090825133617,74.47357201635879,18.651722686542346,7.0,4.0,142000000,48000000,14500000,204500000,78100000.0,26400000.0,7975000.0,112475000.0,452.43,6.01738570508693,33.8270605515687,74312783,2220,780,810.0,10,30.0,40.0,3570,40000,220
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2004,Cocoa beans,252450,220000,8714,1522.5,26.48652804142751,70.52634979982132,17.79045178407197,7.0,4.0,148000000,50000000,15000000,213000000,81400000.0,27500000.0,8250000.0,117150000.0,464.05,4.44963777237,27.2304536006497,75184138,2260,800,840.0,10,30.0,40.0,3720,43410,230
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2005,Cocoa beans,256300,214500,8369,1395.8,26.889698160518428,76.63732317969533,17.624760770856742,7.0,4.0,155000000,52000000,15500000,222500000,85250000.0,28600000.0,8525000.0,122375000.0,477.47,7.24118271756749,26.0892828250796,76038866,2290,820,860.0,10,40.0,40.0,3820,45721,240
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2006,Cocoa beans,260150,220000,8456,1343.5,26.833022391062208,75.86181363489678,18.670126421952045,7.0,4.0,162000000,54000000,16000000,232000000,89100000.0,29700000.0,8800000.0,127600000.0,490.49,10.3152677723795,24.7349912601339,76887720,2330,840,890.0,10,50.0,45.0,3900,48064,250
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2007,Cocoa beans,264000,231000,8750,1419.6,27.905517641977568,77.69593569379516,18.51994711159762,7.0,4.0,168000000,56000000,16500000,240500000,92400000.0,30800000.0,9075000.0,132275000.0,501.04,4.34054958850607,24.6625772142283,77804901,2380,860,920.0,10,60.0,50.0,3950,43418,230
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2008,Cocoa beans,267850,231000,8624,1360.9,27.260447672023663,72.16215378528103,18.732634417252928,7.0,4.0,175000000,58000000,17000000,250000000,96250000.0,31900000.0,9350000.0,137500000.0,513.35,5.89698135295593,25.2797507802655,78717888,2420,880,950.0,10,70.0,55.0,4000,44582,240
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2009,Cocoa beans,269500,242000,8980,1360.3,26.811559703398995,72.33809642788721,19.510167071159078,7.0,4.0,182000000,60000000,17500000,259500000,100100000.0,33000000.0,9625000.0,142725000.0,529.59,4.56587654588848,26.7488545066519,79623758,2460,900,980.0,10,80.0,60.0,3980,44564,240
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2010,Cocoa beans,272250,247500,9091,1331.9,26.975065608373026,70.65363486780986,18.21828980319491,7.0,4.0,190000000,63000000,18000000,271000000,104500000.0,34650000.0,9900000.0,149050000.0,547.47,11.2145520311631,23.8937040912791,80525477,2500,920,1020.0,5,95.0,55.0,4010,45700,250
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2011,Cocoa beans,275000,256850,9340,1350.4,26.931887385708187,70.79358507071957,18.037449871452143,7.0,4.0,198000000,66000000,18500000,282500000,108900000.0,36300000.0,10175000.0,155375000.0,565.0,6.20177365099664,22.2347109931956,81421843,2540,940,1040.0,5,100.0,60.0,4050,52403,270
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2012,Cocoa beans,278850,264000,9467,1355.6,27.171347955730006,73.17401574129264,18.367927848074956,7.0,4.0,210000000,70000000,19500000,299500000,115500000.0,38500000.0,10725000.0,164725000.0,590.73,8.42718662333694,21.8599586165277,82281965,2590,960,1050.0,5,100.0,65.0,4090,54000,280
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2013,Cocoa beans,282700,272250,9630,1173.5,27.88169088648926,73.80581710775598,18.761628977077915,7.0,4.0,225000000,75000000,20500000,320500000,123750000.0,41250000.0,11275000.0,176275000.0,623.54,8.50913026586002,20.7586228322439,83078003,2640,980,1070.0,5,100.0,65.0,4120,54830,290
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2014,Cocoa beans,284900,280500,9846,1256.7,26.812895159569322,75.03838755075898,19.83692481843062,7.0,4.0,240000000,80000000,21500000,341500000,132000000.0,44000000.0,11825000.0,187825000.0,659.27,8.95755004713581,19.9902547680805,83796300,2680,1000,1090.0,5,100.0,70.0,4130,57000,300
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2015,Cocoa beans,286000,286000,10000,1384.0,27.124511063224098,73.40114733487331,18.523818722209125,7.0,4.0,265000000,88000000,23000000,376000000,145750000.0,48400000.0,12650000.0,206800000.0,723.08,7.96584203673435,20.6318934800012,84405544,2720,1010,1100.0,5,100.0,75.0,4150,59300,310
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2016,Cocoa beans,287100,291500,10153,1504.8,27.49125839339356,73.0546074537194,18.846805203416203,7.0,4.0,280000000,93000000,24000000,397000000,154000000.0,51150000.0,13200000.0,218350000.0,760.54,10.734949763348,20.9831097083173,84937802,2760,1020,1120.0,5,110.0,70.0,4160,59587,310
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2017,Cocoa beans,288750,297000,10286,1549.4,25.832020080685844,73.2745128887875,18.927198524628967,7.0,4.0,295000000,98000000,25000000,418000000,162250000.0,53900000.0,13750000.0,229900000.0,796.19,20.295907079646,20.8465714300542,85411312,2800,1040,1140.0,5,110.0,65.0,4180,59200,310
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2018,Cocoa beans,290400,302500,10417,1601.2,27.79734131208929,75.430506082487,18.480062230809864,7.0,4.0,310000000,103000000,26000000,439000000,170500000.0,56650000.0,14300000.0,241450000.0,831.44,18.8412959912136,21.203773720121,85755936,2840,1060,1170.0,5,120.0,70.0,4200,59200,310
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2019,Cocoa beans,291500,310750,10660,1364.1,26.555829206315575,72.71999847706275,18.45165508002163,7.0,4.0,320000000,107000000,27000000,454000000,176000000.0,58850000.0,14850000.0,249700000.0,856.6,18.6103276198742,25.7349305726601,85970564,2880,1080,1200.0,5,130.0,75.0,4250,60000,320
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2020,Cocoa beans,292600,319000,10902,1322.8,27.72321721893667,76.6567960775921,17.789701913109287,7.0,4.0,315000000,105000000,26500000,446500000,173250000.0,57750000.0,14575000.0,245575000.0,839.29,22.5588522456064,28.3454204380593,86099297,2920,1090,1210.0,5,135.0,80.0,4260,60000,310
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2021,Cocoa beans,294250,324500,11028,1584.1,27.523858436510192,77.35894585972335,18.212063229713163,7.0,4.0,325000000,108000000,27500000,460500000,178750000.0,59400000.0,15125000.0,253275000.0,860.75,17.9649598611412,29.3882780431661,86166415,2950,1110,1240.0,5,140.0,85.0,4280,61000,320
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2022,Cocoa beans,295350,330000,11173,1338.7,26.598062177028453,77.41993919761411,18.457135595817938,7.0,4.0,310000000,103000000,26000000,439000000,170500000.0,56650000.0,14300000.0,241450000.0,817.5,7.28113473638533,28.5515522199731,86197021,2980,1130,1260.0,5,140.0,90.0,4300,61500,320
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2023,Cocoa beans,297000,335500,11296,1366.6,26.87965567929873,80.08573399274728,18.533332133627514,7.0,4.0,295000000,98000000,24500000,417500000,162250000.0,53900000.0,13475000.0,229625000.0,773.15,4.23860924278585,27.718291279131,86197462,3000,1150,1280.0,5,145.0,90.0,4330,62000,330
